Alle Ereignislogmeldungen.
Datum:	2015-05-19 11:07:03
Systemname:	140-102896-2
Name der Steuerung:	192.168.1.2
Steuerungs-ID	140-102896

RobotWare:	5.61.2008
Key:	Pq4444ku65W-4444456a4iW4x#NdR58YwKVvA
Optionen:	
	RW Control module key
	RobotWare OS and English
	644-2 German
	709-x DeviceNet
		709-1 DeviceNet m/s
		840-2 PROFIBUS Fieldbus Adapter
		608-1 World Zones
		611-1 Path Recovery
		616-1 PC Interface
		617-1 FlexPendant Interface
		623-1 Multitasking

DriveModule1
Key:	jw2gFKxwee5
Optionen:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140
			140T-6/0.8
			Drive System 09 120/140/1400/260
				No additional drive



Allgemeine Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
6846      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 18:48:02 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6882      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 19:50:11 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6902      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 20:52:20 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6941      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:47:25 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6943      	E   	System              	20202   	Not-Aus offen                           	2015-05-13 07:47:33 	Der Not-Aus-Schaltkreis wurde zuvor unterbrochen und während der Unterbrechung wurde versucht, den Roboter zu betreiben.	{args: }
6944      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:47:33 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6945      	E   	System              	20202   	Not-Aus offen                           	2015-05-13 07:48:01 	Der Not-Aus-Schaltkreis wurde zuvor unterbrochen und während der Unterbrechung wurde versucht, den Roboter zu betreiben.	{args: }
6946      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:48:01 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6947      	E   	System              	20202   	Not-Aus offen                           	2015-05-13 07:48:07 	Der Not-Aus-Schaltkreis wurde zuvor unterbrochen und während der Unterbrechung wurde versucht, den Roboter zu betreiben.	{args: }
6948      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:48:07 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6952      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:50:24 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6953      	E   	System              	20216   	Zustimmungsschalter im Automatikmodus aktiv	2015-05-13 07:50:41 	Das System hat erkannt, dass der Zustimmungsschalter im Automatikbetrieb länger als 3 Sekunden gedrückt wurde.	{args: }
7415      	E   	System              	20051   	Befehl nicht zulässig                   	2015-05-18 14:21:57 	Der Befehl ist nur zulässig, wenn der Client die Ressource (Programm/Bewegung) steuert.	{args: "32"}
7566      	E   	System              	20051   	Befehl nicht zulässig                   	2015-05-19 08:41:04 	Der Befehl ist nur zulässig, wenn der Client die Ressource (Programm/Bewegung) steuert.	{args: "32"}
7567      	E   	System              	20051   	Befehl nicht zulässig                   	2015-05-19 08:41:09 	Der Befehl ist nur zulässig, wenn der Client die Ressource (Programm/Bewegung) steuert.	{args: "32"}
7637      	E   	System              	20054   	Befehl nicht zulässig                   	2015-05-19 10:07:56 	Dieser Befehl ist NICHT zulässig, wenn das Programm ausgeführt wird.	{args: "88"}

Hardware Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
635       	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-04-18 08:12:49 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
3150      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-04-20 18:00:53 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
3179      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-04-20 18:43:54 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
4766      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-04 09:08:15 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
4773      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-04 09:08:25 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
4782      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-04 09:09:33 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
4787      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-04 09:09:57 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
4790      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-04 09:10:05 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
6070      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-05 06:52:16 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
6079      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-05 06:53:20 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
6089      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-05 06:53:49 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
6113      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-05 06:54:52 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
6959      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-13 07:59:45 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}

Programm Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
7188      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-18 10:56:37 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40165 gestoppt. 	{args: "T_ROB1", "40165"}
7615      	E   	Programm            	40322   	Ladefehler                              	2015-05-19 09:57:04 	Task T_ROB1: RAPID-Syntaxfehler in Datei /hd0a/TEMP/C916ACCA/ModCam1.MOD.	{args: "T_ROB1", "/hd0a/TEMP/C916ACCA/ModCam1.MOD"}
7624      	W   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:06:11 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7625      	E   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:06:11 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7626      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-19 10:06:11 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40168 gestoppt. 	{args: "T_ROB1", "40168"}
7638      	W   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:08:01 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7639      	E   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:08:01 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7640      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-19 10:08:01 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40168 gestoppt. 	{args: "T_ROB1", "40168"}
7651      	W   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:09:12 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7652      	E   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:09:12 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7653      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-19 10:09:12 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40168 gestoppt. 	{args: "T_ROB1", "40168"}
7668      	W   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:17:32 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7669      	E   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:17:32 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7670      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-19 10:17:32 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40168 gestoppt. 	{args: "T_ROB1", "40168"}
7682      	W   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:23:58 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7683      	E   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:23:58 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7684      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-19 10:23:58 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40168 gestoppt. 	{args: "T_ROB1", "40168"}
7694      	W   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:26:57 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7695      	E   	Programm            	40168   	Referenzfehler                          	2015-05-19 10:26:57 	Task T_ROB1: Verweis auf unbekannte Prozedur RefPosInCam_2.	{args: "T_ROB1", "RefPosInCam_2"}
7696      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-19 10:26:57 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40168 gestoppt. 	{args: "T_ROB1", "40168"}

Bewegung Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
6621      	E   	Bewegung            	50056   	Achskollision                           	2015-05-08 08:56:56 	Aktuelles Drehmoment von Achse rob1_3 ist größer als angefordert bei niedriger oder null Geschwindigkeit. Mögliche Ursache: Kollision (festgefahrener Arm) oder Hardwarefehler.	{args: "rob1_3"}
6623      	W   	Bewegung            	50240   	Optimaler Not-Aus geändert              	2015-05-08 08:56:56 	Optimaler Not-Aus wurde wegen Drehmomentbeschränkung in Modus 'Elektrische Bremse' geändert.	{args: }
6665      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 10:16:05 	Bewegungsüberwachung ausgelöst für Achse 3 an mechanischer Einheit ROB_1.	{args: "3", "ROB_1"}
6689      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 11:27:01 	Bewegungsüberwachung ausgelöst für Achse 2 an mechanischer Einheit ROB_1.	{args: "2", "ROB_1"}
6710      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 12:31:56 	Bewegungsüberwachung ausgelöst für Achse 3 an mechanischer Einheit ROB_1.	{args: "3", "ROB_1"}
6742      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 13:45:50 	Bewegungsüberwachung ausgelöst für Achse 3 an mechanischer Einheit ROB_1.	{args: "3", "ROB_1"}
6763      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 14:23:01 	Bewegungsüberwachung ausgelöst für Achse 3 an mechanischer Einheit ROB_1.	{args: "3", "ROB_1"}
6796      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 16:02:44 	Bewegungsüberwachung ausgelöst für Achse 3 an mechanischer Einheit ROB_1.	{args: "3", "ROB_1"}
6818      	E   	Bewegung            	50204   	Bewegungsüberwachung                    	2015-05-11 18:25:33 	Bewegungsüberwachung ausgelöst für Achse 3 an mechanischer Einheit ROB_1.	{args: "3", "ROB_1"}
6840      	E   	Bewegung            	50056   	Achskollision                           	2015-05-11 18:42:23 	Aktuelles Drehmoment von Achse rob1_3 ist größer als angefordert bei niedriger oder null Geschwindigkeit. Mögliche Ursache: Kollision (festgefahrener Arm) oder Hardwarefehler.	{args: "rob1_3"}
6844      	W   	Bewegung            	50240   	Optimaler Not-Aus geändert              	2015-05-11 18:42:23 	Optimaler Not-Aus wurde wegen Drehmomentbeschränkung in Modus 'Elektrische Bremse' geändert.	{args: }
6851      	E   	Bewegung            	50056   	Achskollision                           	2015-05-11 18:48:24 	Aktuelles Drehmoment von Achse rob1_3 ist größer als angefordert bei niedriger oder null Geschwindigkeit. Mögliche Ursache: Kollision (festgefahrener Arm) oder Hardwarefehler.	{args: "rob1_3"}
6853      	W   	Bewegung            	50240   	Optimaler Not-Aus geändert              	2015-05-11 18:48:24 	Optimaler Not-Aus wurde wegen Drehmomentbeschränkung in Modus 'Elektrische Bremse' geändert.	{args: }
6854      	W   	Bewegung            	50240   	Optimaler Not-Aus geändert              	2015-05-11 18:48:24 	Optimaler Not-Aus wurde wegen Drehmomentbeschränkung in Modus 'Elektrische Bremse' geändert.	{args: }
6877      	E   	Bewegung            	50056   	Achskollision                           	2015-05-11 19:49:23 	Aktuelles Drehmoment von Achse rob1_3 ist größer als angefordert bei niedriger oder null Geschwindigkeit. Mögliche Ursache: Kollision (festgefahrener Arm) oder Hardwarefehler.	{args: "rob1_3"}
7707      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:39:22 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7723      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:41:34 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7759      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:45:09 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7774      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:52:45 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7794      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:59:19 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}

E/A und Kommunikation Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
1285      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-04-20 06:35:20 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
4402      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-04-24 08:27:10 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
4420      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-04-28 11:16:48 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
5065      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-04 13:05:34 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
5211      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-04 13:53:18 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
6920      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-12 14:49:19 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
6932      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-13 07:39:37 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
7089      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-18 09:04:30 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
